#Models
# hindcast # H16_CMIP5_CESM_BIO_rcp85 # H16_CMIP5_CESM_rcp45 # H16_CMIP5_CESM_rcp85 # H16_CMIP5_GFDL_BIO_rcp85 # H16_CMIP5_GFDL_rcp45 # H16_CMIP5_GFDL_rcp85 # H16_CMIP5_MIROC_rcp45 # H16_CMIP5_MIROC_rcp85 # K20P19_CMIP5_CESM_rcp45 # K20P19_CMIP5_CESM_rcp85 # K20P19_CMIP5_GFDL_rcp45 # K20P19_CMIP5_GFDL_rcp85 # K20P19_CMIP5_MIROC_rcp45 # K20P19_CMIP5_MIROC_rcp85 # K20P19_CMIP6_cesm_ssp126 # K20P19_CMIP6_cesm_ssp585 # K20P19_CMIP6_gfdl_ssp126 # K20P19_CMIP6_gfdl_ssp585 # K20P19_CMIP6_miroc_ssp126 # K20P19_CMIP6_miroc_ssp585
#nEatcovs
1
#Eat_covs
3
#n_fut_itr : number of future temperature simulations 
21
#nyrs_fut : (1, n_fut_itr) number years for the zooplankton data 
79
#fut_years : matrix(n_fut_itr,nyrs_fut) years for the zooplankton data 
2022 2023 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099 2100
#ncov_fut : number of covariates 
61
1.024236 8.540902 3.822487 -0.7738512 0.2262267 11.76525 0.4282415 1.674198 1.863392 -0.2947304 2.750475 0.7234469 4.949342 0.4516774 4.223665 1.154795 0.9372771 6.163752 0.634004 9.306749 -0.5834516 13.00214 1.159622 -0.5596653 8.590674 0.7384612 3.336033 -0.6703945 6.3077 -0.1524847 0.04992397 0.1400493 3.838873 5.598175 0.08793777 1.099418 2.981967 0.142333 0.02108214 -0.6884367 -0.493448 10.01788 0.7338083 -0.3125712 5.094369 3.047722 -0.07320691 3.154855 -0.6553354 5.45803 4.267248 3.288068 -0.6797069 8.557165 2.013491 3.604294 -0.2374313 -1.118767 -0.04970184 3.355334 8.022599 1.381948 5.520833 6.67686 6.243054 9.280012 2.304601 -0.2969044 1.874604 2.067507 -0.1184022 1.341735 4.708443 -1.315197 0.1309981 3.109425 12.65873 3.639121 3.639121
-0.5651286 -0.02647368 0.3492405 -0.2685877 -0.1635808 0.197736 0.3558617 0.5652294 0.6189685 -0.5730522 -0.6358776 2.736248 1.175312 -0.6145783 0.7598842 1.324254 1.080368 -0.350226 1.237923 -0.4616994 -0.6829355 -0.5232603 -0.5208992 -0.7378215 -0.9004766 -0.2355778 -0.6381801 -0.8044464 -0.7571962 -0.5467043 -0.4399982 0.1406208 -0.6383837 -0.5108408 0.6542626 -0.6876734 0.0001308728 -0.6684094 -0.5775999 -0.3162404 -0.4970987 -0.3908354 -0.5817949 0.8796098 1.487197 -0.08357358 0.5509081 0.9146371 -0.6974337 0.5707163 0.08867308 -0.8417878 -0.1608513 -0.3259689 -0.4733535 -0.4299336 -0.9350716 -0.08390196 -0.2499328 -0.4031954 -0.7529107 -0.7510234 -0.3267153 -0.9815539 -0.8349512 -0.7650408 -0.6025765 -0.9438327 -0.2258169 -0.8083141 1.34598 0.6153118 0.2199061 -0.6685353 -0.8922746 -0.8207434 -0.8023817 -0.5991409 -0.5991409
0.03538086 -1.092062 0.6936898 1.737661 -1.58916 -0.6393307 0.007444618 -0.3920136 -0.05432752 -0.36255 0.9034525 0.2203072 -0.82464 -0.3957209 -0.1448124 -0.7054378 -0.7295985 -0.1004928 -1.051845 -0.6994999 -0.2615599 -1.408525 -0.9927099 -0.8513968 -1.224406 1.101778 -1.24701 0.5036837 -0.2745928 -1.076765 0.3161633 -0.5555504 -0.5124891 0.8390251 0.1298969 -1.55557 -1.608458 -1.353735 -1.628827 -1.410428 -1.785079 -1.573472 -1.366427 -1.585488 0.6253027 -1.385515 -1.987835 -1.397016 -1.690825 -1.708539 -0.496663 -1.117543 -0.8737081 -1.718647 -1.636366 -1.206568 -1.723306 -1.018838 -1.604508 -0.7977437 -1.387256 -1.040825 -1.179617 -0.1341255 -0.5216979 -0.9081794 -0.9465904 -0.7743476 -1.48573 0.8189157 -1.640348 -1.097843 -1.519588 -1.81149 0.3536559 0.1248369 -1.129194 -1.728912 -1.728912
0.3411273 -1.243845 1.297046 -0.5570994 -0.2592654 -0.647178 -1.493606 -0.4521566 -0.8065928 -0.305356 -1.129438 -0.3889715 -0.4958837 0.2300239 -0.4408548 -0.256157 -0.9048918 -0.5269564 -1.259566 0.1814144 -0.9087916 0.8500736 -0.8462279 -1.082337 -1.339839 -1.448025 -1.349906 -1.319625 -1.461241 -1.161036 -1.603715 -1.098832 -1.052701 -1.131697 -1.77825 -1.398901 -1.619851 -1.35373 -1.177253 -1.591696 -0.1801656 -1.463006 -0.9022051 -1.725129 -1.308915 -0.6792865 -1.140766 -0.8436097 -1.066351 -0.9436201 -1.409828 -0.4967011 -1.357887 -1.349084 -1.533937 -1.523525 -1.639516 -1.639778 -1.569326 -1.280194 -1.529068 -1.209195 -1.411645 -1.359047 -0.388091 -1.501594 -0.9177008 -1.31863 -1.275802 -1.296689 -1.295249 -1.627717 -1.459048 -0.6274449 -1.489238 -1.44401 -1.309993 -1.350715 -1.350715
0.04746164 -0.1167866 1.008951 -0.2797223 -0.2797822 -0.1710109 0.0707914 0.1148694 0.4383589 -0.1610931 -0.2565294 0.6250946 0.3133472 1.252274 0.1313761 -0.06563336 0.3410323 0.3633323 -0.104032 -0.07254275 0.34663 -0.2663207 0.4908558 -0.258505 -0.2728776 0.1900401 -0.3342829 0.1573027 -0.3878219 -0.1316265 0.7581697 0.5492323 -0.294818 0.04124812 -0.02692081 1.134253 -0.2727447 -0.02883717 0.03014032 -0.1210456 0.1446297 -0.3583946 0.2146831 0.00993853 -0.01703324 -0.2863496 0.2380809 -0.2655796 -0.05323591 -0.1745789 -0.1885289 0.7651611 0.2564521 0.1394062 -0.09949677 0.008839318 -0.2622913 0.007307785 0.2524294 -0.3195892 -0.2257945 -0.2204474 -0.275513 -0.1988249 -0.04316745 -0.03560773 -0.1626534 -0.3425336 -0.1354577 -0.2981053 -0.317926 -0.1743024 -0.1519487 -0.2576753 -0.3187825 -0.2488058 -0.1329172 -0.2770269 -0.2770269
1.302639 0.6083138 2.927282 1.883116 7.902497 5.259356 0.8034878 3.306558 7.242966 5.535937 1.053533 2.616443 32.21805 1.575813 1.852248 1.596565 1.164058 20.07151 0.6002953 -0.7620496 0.2547732 -0.3136311 1.347362 4.771042 -0.2678997 0.6184386 14.65709 3.215677 2.206517 6.732745 6.369626 4.349641 1.395003 2.198844 4.231539 1.546243 5.438338 5.959367 0.3092353 -0.7526292 0.7838538 -1.038073 1.922594 1.278434 -0.2960973 4.743221 -0.6265018 0.1167382 -0.6316111 2.896377 1.248446 2.159313 0.533965 0.7758419 0.7583411 0.9248112 0.03534517 1.427018 1.838822 6.821303 1.21327 1.213227 -0.2317934 6.344885 2.42966 1.482484 6.631347 2.508772 24.52575 -1.230148 2.213639 -0.228535 6.555433 -0.5199398 0.1173365 4.781297 1.360112 0.9006 0.9006
-0.685905 -0.4238302 0.5055085 -0.7825947 -1.466916 -0.3260662 -0.3552128 -1.365707 -0.9037726 -1.171998 -0.3443259 -1.05872 -0.9600896 -0.9281295 -1.592939 -1.405028 -1.319426 -1.280962 -1.071999 -1.090402 -1.399823 -1.805223 -1.327446 -1.626048 -1.814691 -1.69637 -1.500413 -1.74971 -1.629358 -0.936517 -1.391607 -1.646196 -1.474832 -1.73731 -1.851937 -1.244204 -1.786169 -1.803182 -1.569795 -1.919896 -1.380019 -1.004947 -1.350656 -1.009636 -1.427263 -1.501133 -1.137783 -1.313528 -1.556262 -0.228665 -1.546776 -1.323158 -1.385908 -1.489993 -1.578121 -1.011182 -1.027744 -1.036648 -0.4254344 -1.355138 -1.264249 -0.9577164 -0.8994107 -1.332287 -1.139461 -1.240021 -1.867603 -0.6878293 -1.739303 -1.333582 -1.356783 -1.573776 -1.501295 -0.791935 -1.171274 -1.844911 -1.984919 -1.978732 -1.978732
-2.719245 -1.698948 0.2926589 -1.191942 -3.046903 -2.070012 -1.887084 -2.451804 -2.866476 -2.985113 -2.834082 -3.010532 -2.450428 -2.050445 -1.833218 -3.154973 -3.261327 -2.762434 -2.332363 -2.67648 -2.500796 -3.338256 -2.607827 -3.26634 -2.601614 -1.348148 -2.840972 -3.129233 -1.177528 -0.02508667 -2.092258 -2.004287 -1.647071 -1.645086 -2.111881 -1.726968 -2.297856 -2.442419 -2.745963 -3.096289 -2.473773 -2.258134 -1.522256 -3.14176 -3.156373 -3.16464 -3.197497 -3.193755 -3.456701 -3.306826 -2.754485 -3.124133 -3.230287 -3.058777 -3.254653 -3.496979 -2.974483 -3.066574 -2.381145 -3.490142 -3.46843 -3.412348 -3.544561 -3.609147 -3.575251 -3.652706 -3.571377 -3.708564 -3.592482 -3.64694 -3.680323 -3.215448 -3.722168 -3.437415 -3.595761 -3.368953 -2.901583 -3.423473 -3.423473
0.846936 1.542436 1.646249 1.818862 1.081754 1.161833 0.9471266 0.6878624 2.329891 4.641501 1.319079 0.5215647 2.384698 0.8423726 2.375938 1.541466 0.6508134 1.375751 3.576515 3.61188 0.2326744 1.968418 0.8482799 1.730997 2.288527 1.397835 2.52795 0.7686968 4.960794 2.927804 2.612913 1.941266 -0.1371572 0.3747556 -0.1897406 0.4241878 -0.7704912 -0.5214454 -0.3357592 -0.5164919 -0.5965476 -0.7878324 -0.4348313 1.662406 -0.5178094 -0.2559409 1.115063 -0.3893757 -0.01082916 0.7973556 0.07661443 -0.1067298 -0.0309735 1.20693 0.2646714 -0.2237718 -0.5942172 -0.2299729 0.8383727 1.531503 -0.4058903 -0.5256072 -0.06766497 0.0483806 1.082699 0.1485417 2.489298 1.175993 0.1148787 -0.3169537 5.528115 2.851191 -0.1349733 -0.1784355 -0.01631337 0.3190524 3.042895 2.054763 2.054763
-1.887838 -2.405391 -1.912999 -1.493823 -1.452502 -1.950421 -1.076049 -1.339269 -0.3495116 0.266316 -0.3738874 0.05337167 2.169786 -0.1189434 0.4785609 2.258078 0.08818888 -0.3029951 -0.9460405 1.938196 0.3524012 2.112597 1.251123 -0.5745825 -0.8565811 1.728561 0.3348137 -1.877013 -0.3284806 -0.8268299 -1.857565 -1.579247 -0.3332114 -0.2246428 0.2734993 -1.692345 0.2424832 -1.162554 -0.9443767 -1.574915 -0.9779741 -1.454888 -1.623207 -2.026651 -1.294621 -0.1069513 0.6098379 -1.908171 -1.754615 -2.146676 -1.216028 -1.426288 -1.544615 -1.917965 -1.114741 -1.620028 -2.412436 -2.295252 -2.299958 -1.965988 -2.478063 -2.291648 -2.014792 -1.689315 -2.184449 -2.263541 -2.171295 -2.385076 -1.928569 -2.295233 -2.42911 -2.507454 -2.433316 -2.348214 -2.466892 -2.51729 -2.406609 -2.622039 -2.622039
###########################################################
# srvy_rep_PhS_integrated
-0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986 -0.2529986
2.380288 0.5189899 1.201036 1.937441 -0.3434503 -0.8372143 -0.07357341 -1.053554 0.8913765 1.73634 -0.8037436 0.2092674 0.7723743 2.200128 1.973396 0.5625587 -0.2090976 -0.5629375 0.1109701 0.7581604 -0.5400695 -0.6015682 0.5833249 -0.6006206 -0.2288847 0.6005677 1.55103 0.4228206 -0.3397565 -0.3051587 1.110229 0.1067684 -0.248958 0.4673795 -0.7769968 -0.517071 0.112747 -1.168981 -0.396708 -0.5488975 -0.3034824 0.4029564 -0.5529744 -0.3715028 0.0329685 -0.5309485 -0.04527948 -1.015986 -0.2572184 0.1009517 -0.3939448 0.1132389 0.5274431 -0.535679 0.0007681014 -0.4684389 -0.5568849 -0.3442663 -0.2554184 -0.9162028 -0.7038606 -0.4861063 -0.8501908 -0.3693136 -0.8998586 -0.9552857 -0.6670003 -1.069605 -0.6486007 -0.6258825 -0.3652128 -0.9254016 -0.5685659 -0.3650966 -0.600111 -0.145033 -0.9344604 -0.9628946 -0.9628946
-1.056448 -0.1967309 -1.322115 -0.4537065 1.146569 0.251265 -0.5580008 -0.006585606 -0.2956416 -0.499114 -0.8817456 -0.9315865 -0.1755203 2.386961 1.151473 1.613178 -0.03699696 0.006162477 -0.5645948 -0.4784022 -0.9349488 -0.5450896 0.08332853 -0.8800346 -0.5182217 -0.7569986 -0.7230213 -0.8051911 0.2975008 -1.210363 -0.199485 -0.2373247 -0.3954354 1.031029 -1.516822 -0.5911731 -0.8896282 -0.3635957 -0.2086076 0.4307075 0.3533888 -0.4763403 -0.3850974 -0.04873634 -0.9927378 0.1059191 -0.2393416 -1.162622 -0.7655052 -0.7428608 0.2790957 -0.7472606 -0.9874124 -1.253797 -1.171603 -1.040095 -0.7663129 -0.03496369 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553 -0.3675553
1.389398 0.5012679 0.3789885 2.446854 0.1425275 -1.045203 2.55071 -1.164897 0.7476906 0.6496939 -0.6256422 0.09665288 1.324236 1.095284 1.483677 0.09955714 -0.5470769 0.1119965 0.1995283 0.3865591 -0.1829214 -0.7846067 0.9910157 -0.5206486 -0.2539119 0.2088405 0.3299932 -0.5827368 -1.052195 -1.019414 1.105787 -0.1035661 -0.7620569 -0.2204614 -1.073424 -0.557431 -0.2101305 -1.422669 -1.103497 -0.9630623 -0.8625126 -0.789025 -0.945169 -0.9579672 -0.6265836 -1.033123 -0.9070354 -1.241996 -0.3569448 -0.987433 -0.8969243 -0.6673089 -0.1927205 -1.114304 -0.7520561 -0.9273207 -1.053079 -0.7213894 -0.9101839 -1.322443 -0.7644291 -0.9556971 -0.7451904 -0.9467925 -1.347162 -1.301776 -1.288067 -1.391671 -0.9318148 -0.9045578 -0.4341026 -1.36679 -1.14108 -0.7446207 -0.9896573 -0.977502 -1.359235 -1.342269 -1.342269
-0.7301044 0.4601167 -0.5175368 -0.555685 -0.007629827 1.378908 0.5168284 -0.421586 -0.3126593 -0.2207111 0.7760122 -0.6837136 2.080258 0.1404428 0.8610708 4.107934 0.5383551 0.181043 -0.1389019 0.7560214 0.1911355 -0.6238469 -0.8427 -0.4918852 -0.8771549 -0.4668524 -0.6430028 -0.5570924 -0.5892935 -0.7986259 -0.572153 -0.09785212 1.277423 0.6456251 -0.2638796 -0.1493535 -0.5383201 -1.06655 -0.6657022 -0.1874244 1.559584 0.3062916 -0.6314284 -0.8807591 1.324667 0.1752803 0.3821181 -0.3619341 -0.603308 0.1721106 -0.6865183 -0.4059392 0.6306296 0.345638 -0.8067908 -0.4163556 -0.6635047 -0.9420878 -0.874301 -1.332603 -0.9478608 -0.7556446 -0.9349951 -0.8222421 -1.077778 -0.8891076 -0.4961861 -0.7681065 -0.858509 -0.5926673 -0.4890704 -0.18964 -0.1861749 -0.2816405 -0.352264 -0.669388 -0.549195 -0.05292519 -0.05292519
1.352329 -1.253547 1.054358 1.422756 0.355373 -0.5371394 1.580117 -0.2941481 -0.1480543 1.885854 -1.232365 -0.6303507 -0.1992934 -0.3492973 1.007028 1.452271 1.04477 -1.30137 -0.5955582 3.233624 -0.3272419 -0.6996153 5.265373 0.5389327 -0.6733574 0.455773 0.8841055 0.461629 -0.1405429 -0.03913753 0.2863006 -0.7026332 -0.2051485 -0.4466104 -0.4127796 -0.4935593 0.07971523 0.4927264 -0.2387128 -0.565239 -0.7137156 -0.5271133 2.831289 -0.5300078 -1.430948 -0.1053635 -0.7405 -0.4067326 0.6591727 0.1192665 -0.9305427 1.934025 -0.4230978 0.6900844 0.6317103 -0.6673772 -1.431621 0.5541644 0.3356469 0.3316822 -0.8409684 2.307706 -1.340036 0.9195877 1.132094 -0.1113316 -0.02850105 -0.06583207 -0.4589228 1.258437 -0.8465675 -0.6199786 -0.236922 -0.4316064 -0.655179 -0.693724 -1.111193 -0.2484093 -0.2484093
-0.3405982 1.008377 -0.2306906 -0.04712183 0.1175993 1.398725 1.226732 -0.1286403 -0.1704981 -0.3439745 0.9514951 -1.095911 3.132387 0.5889081 0.1376711 2.119366 -0.08584518 1.289462 -0.3639771 0.2632654 1.225121 -0.587669 -1.272315 -0.5156142 -0.6654219 -0.454914 -1.040944 -0.8344875 -0.8204817 -0.7373949 0.1714767 0.4416115 1.556999 1.428467 -0.09502151 0.09905142 0.570446 -0.9412466 -0.9093614 -0.0974399 2.451462 0.3526575 -0.2973026 -1.500583 1.518239 0.01558364 0.7325232 -0.869742 -0.2556151 0.4783545 -0.8782369 -0.6334598 0.8497881 -0.1759762 -1.574261 -0.1305062 -0.9307034 -0.2995023 -1.109598 -1.713421 -1.220566 -0.8475239 -0.658613 -1.039951 -0.8384396 -0.957435 0.1730613 -1.534756 -0.6164937 -1.154323 -0.9079456 -0.2451869 -0.1560279 -1.170366 -0.6718107 -0.2682116 -0.6035553 0.1745553 0.1745553
0.07045093 0.5695139 -0.5117896 -2.169905 0.2811167 -0.3701848 -0.6076991 -1.477417 -1.705343 0.6063099 -0.1211317 -1.986952 -2.252215 -0.7866571 -1.960589 -1.272131 -0.5433408 -0.2058546 -1.936708 -2.433605 -2.460096 -2.594396 -3.005269 -2.023924 -1.107149 0.1374348 -0.7037556 -2.072772 -0.1869719 -1.276051 -2.566244 -1.910846 -1.128721 -0.5029279 -0.2932656 -0.6108263 -2.743745 -1.038763 -1.760111 -1.900033 -2.210785 -2.683062 -1.474844 -2.628681 -2.839155 -1.814064 -0.6035553 -2.713773 -2.350311 -1.871592 -2.627952 -2.575997 -3.21327 -2.262634 -3.285229 -2.460038 -2.649119 -2.383335 -2.58884 -2.884123 -2.686053 -2.44139 -2.559997 -1.451486 -2.500832 -1.258252 -1.885523 -2.686809 -2.64125 -2.639461 -2.864199 -2.819597 -0.983414 -1.013918 -1.73591 -2.676079 -2.857646 -2.986006 -2.986006
2.086844 2.27468 0.6222247 0.33558 -0.411611 0.6241465 0.09983524 -0.5182198 1.649795 -0.01596903 0.6195706 0.7611909 -0.3967328 -0.7864265 -0.3437128 -0.1622102 -0.3122396 1.068485 0.8510445 0.557888 -0.1256856 0.601179 -0.09874374 0.2560759 -1.106898 -1.424853 -1.030257 0.4780849 -1.283348 0.3962384 -0.4419432 -1.365858 -1.427751 -1.403884 -1.581463 -1.384781 -1.294353 -1.348354 -0.974923 -0.826575 -0.6271422 -0.8900433 -1.763725 -1.47543 -1.642713 -1.18209 -0.7662475 -1.469811 -1.652661 -1.397047 -0.826967 -1.655025 -1.656916 -1.525466 -1.118577 -1.514782 -1.359289 -1.704321 -1.511284 -1.720717 -1.47117 -1.368434 -1.497715 -1.757628 -1.5961 -1.5003 -1.700816 -1.544652 -1.472111 -1.592399 -1.905452 -1.766423 -1.531895 -1.698791 -1.746801 -1.786155 -1.453613 -1.662503 -1.662503
1.522842 0.5655797 1.534228 -0.387475 1.656641 0.5883574 2.086376 -0.8293278 0.6393105 -0.1545128 2.054851 0.01204389 3.389836 0.2269496 1.34495 1.259346 1.764429 0.2567715 2.259223 0.7897723 0.01025345 1.210781 1.865328 1.47019 1.945749 1.767491 0.7715531 1.086673 0.5360605 -0.2625955 -1.225416 0.8722563 -0.1088035 1.037102 1.493836 1.228605 0.923152 0.3655913 -1.057389 1.219772 0.5524592 -0.8398679 0.06712398 0.6564772 0.6581419 0.5334175 0.8438257 1.089944 1.361952 1.301978 0.4203927 1.507888 0.6308334 0.810134 0.1923935 -0.454184 -0.07589756 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352 0.537352
0.1898729 -0.188636 0.6282125 0.7469108 -0.03617181 -0.1066482 0.1728067 0.2982987 -0.758153 0.4834399 0.3397802 0.7087111 -0.8202572 -0.5819697 0.4085262 0.04089358 0.0002182774 0.4736704 0.05781244 0.003493015 -0.8554832 0.4056366 0.4863765 1.565097 -0.07326948 -0.4244135 1.281719 -0.1793564 -0.3458388 -0.1171609 0.8297251 -0.6738546 -0.0208518 0.34272 0.9848235 0.2547773 -0.1925207 -0.2589006 -0.08832483 1.000345 1.100634 0.4628234 0.06247085 0.5394956 0.7081487 0.1276335 -0.2721324 0.03101258 -0.5641144 0.2483079 0.8431232 0.3892393 0.8019524 2.567882 0.7832639 0.1818434 0.7686388 -0.04870558 -0.1998908 0.3983205 -0.3239057 -0.05953749 0.6298159 0.7113112 0.2736202 -0.2368991 0.05378001 0.7073631 -0.4356284 0.762427 -0.03597266 0.4068255 0.1071679 -0.4190512 -0.003339374 0.4671007 -0.59551 -0.4972382 -0.4972382
1.210071 -2.017452 -0.8827164 0.5908978 2.088803 -0.5806227 1.471479 0.01923184 0.002270828 3.750678 -1.373963 1.718743 -0.639551 -0.6693346 -1.304509 0.5030437 1.335079 -1.555303 1.800849 2.68345 0.557211 -2.894088 4.161682 -0.3658346 -1.562381 -1.318042 -1.526725 -0.6521142 -0.8395483 -1.375653 3.179969 -0.781967 -0.9282904 -2.00183 0.1982679 1.983039 -0.9733093 -1.134089 0.4101983 4.858852 -0.2381032 -1.546639 2.870253 -0.1155581 -0.2117876 -1.004391 1.049604 -0.5606052 -0.6404235 -0.6111436 -0.3761368 -0.707968 -0.2230431 -2.068145 2.136432 0.7067391 -0.07187856 -1.277484 0.02291197 -1.859348 0.03477096 2.144023 -1.175802 -0.1674312 -0.825083 0.2606443 0.7078879 -0.8598752 -0.9048661 -0.7872861 -1.040826 0.8619092 -0.6821167 -1.444276 0.6139599 1.06419 -1.736437 2.356982 2.356982
1.754358 -0.4530479 -0.582533 0.5456258 0.2493351 0.9546815 1.766352 -0.9394226 -1.506121 -0.4417473 1.01147 -0.6308373 2.345625 0.6653672 -0.03946678 1.661515 -0.2588551 1.209972 -0.1168185 -0.1711937 1.300344 0.4477616 -0.07305556 -0.7357758 1.235977 0.5322459 1.365044 2.041129 -0.8030697 -0.5930203 -0.8719229 0.8281568 1.828392 -0.4408686 -0.6839038 0.1621056 -0.3901912 0.6220718 0.1419464 -0.7559869 1.595851 1.934025 -0.6186355 -0.04150013 -0.6363642 -0.2003582 -0.4236027 -0.6030389 -0.08085791 -0.2068837 -1.035234 0.2089633 0.2024196 -0.4494464 -0.5461323 -0.8718626 2.307516 1.103997 -0.2049438 0.317886 -0.5676207 1.266105 -0.2232877 2.152993 -0.6456453 -1.231016 -0.7530766 -0.7033551 2.277282 -0.3627504 -1.129186 -0.5703375 -0.6698977 1.922445 -0.8491823 1.119354 -0.9820094 1.231077 1.231077
0.6086131 1.313502 0.07248124 -1.273689 -0.1138272 -0.5449449 -0.631987 -0.4360076 -0.8318412 0.4255383 1.086155 -0.9616127 -0.3156836 0.1427901 -0.2285757 -0.642629 0.03290627 -0.8218144 -0.4848643 -0.4928108 -1.072356 -1.142135 -1.114226 -1.042387 -0.6526723 -0.5175099 0.3010406 -1.470587 -0.3110166 -0.6278154 -1.316301 -0.6976195 -0.7526699 -0.1874908 -1.14689 -0.4583035 -1.011748 -1.068494 -0.8361365 -1.442522 -1.003752 -1.104644 -0.2985945 -1.215629 -1.612355 -1.186524 -1.369225 -0.8739138 -1.264497 -0.5404286 -1.216187 -0.9041882 -1.444095 -1.131849 -1.432777 -1.435339 -1.178547 -1.118391 -1.470141 -1.066639 -1.573629 -1.15898 -1.466489 -1.193023 -1.440286 -0.3879244 -1.269121 -1.255424 -1.434262 -1.532348 -1.301949 -1.233674 -1.042528 -0.7375916 -0.9712913 -1.30656 -1.246087 -1.449551 -1.449551
1.593105 1.835472 -0.4884459 0.8451995 0.2729447 0.3742256 1.640756 -0.6242629 1.473546 -0.5784757 -0.248147 0.9419785 0.1101884 -0.2186976 -0.004124704 -0.3788975 1.041598 0.6021815 1.972528 -0.6645895 0.06636161 -0.4170152 0.2452306 -0.37145 -0.6170665 -0.7809333 -0.7322625 0.163469 -0.5232818 -0.0707079 -0.5445211 -0.8652172 -0.7423666 -0.7378682 -0.5340458 -0.9212841 -0.3674809 -0.7623932 -0.8746615 -0.6021405 -0.6463656 0.01302987 -0.8078597 -0.8030233 -0.8235381 -0.7189259 -0.6095146 -1.009597 -0.8881096 -0.9674574 -0.887813 -0.715996 -0.7585307 -0.8013231 -0.8638445 -0.8821333 -0.8053932 -0.9427618 -0.9963352 -1.090053 -0.9625517 -0.9931978 -1.067138 -0.9291929 -0.7644387 -0.8568341 -0.6186063 -0.7862159 -0.8131246 -0.9366209 -1.174503 -1.07602 -0.4153541 -0.9870384 -0.7013005 -0.8825063 -0.7686373 -0.9940413 -0.9940413
-1.390788 0.7509943 -0.808369 -1.30804 -1.636199 0.4850341 -0.2856995 1.278109 3.057043 -0.7952998 0.4056393 1.412515 1.094297 2.234729 2.914336 -0.7609437 -1.072952 0.261211 -1.076623 -0.870559 -0.8208316 1.886396 -0.8252987 -1.467987 -1.439619 -1.39501 -1.505927 -1.427309 -0.9709111 -1.497946 0.7763686 3.34708 1.015499 -0.1829265 4.561685 -0.6716445 -1.009041 -1.402127 -1.352886 -0.1804066 -0.1939821 -1.130557 0.2048314 0.0424339 -1.39565 -1.46919 -1.206397 -1.240374 -0.7365998 -1.439793 -0.326053 0.2197274 -0.8131636 1.728351 -1.00361 -1.291316 -1.489961 -1.557979 -1.393832 -1.534955 -1.612154 -1.442916 -1.678825 -1.447527 -1.129567 -1.458214 -1.253845 -1.420537 -1.504649 -1.619401 -1.228078 -1.512162 -1.276353 -1.440313 -1.680071 -1.638462 -1.421262 -0.9270261 -0.9270261
