2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099
#ncov_fut : number of covariates 
42
###########################################################
#  | mn_Hind
#  | cesm_rcp45
#  | gfdl_rcp45
#  | miroc_rcp45
#  | cesm_rcp85
#  | gfdl_rcp85
#  | miroc_rcp85
#  | cesm_ssp126
#  | gfdl_ssp126
#  | miroc_ssp126
#  | cesm_ssp585
#  Summer_fracbelow2 : Summer_fracbelow2
-0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378 -0.5145378
-0.09596428 1.684735 0.2960798 -1.630995 -1.029157 1.556571 -0.91408 -1.377997 -0.5958963 0.6030237 -0.5888556 -0.5385331 0.8777691 0.2624656 -1.065482 0.1977802 -0.5162371 -1.092572 -0.9998196 0.8167298 -1.160595 -1.701156 -1.058558 -1.316455 -1.694461 -1.173609 -1.309349 -0.2420422 0.9581122 2.003229 1.217025 -1.041561 -1.14865 -1.745039 -1.354255 -0.2170599 -0.561728 -1.489671 -1.8386 0.01508738 1.520004 -0.6300356 -1.750487 -0.6606985 -0.9824298 -1.833751 -1.652123 -1.558829 -1.521974 -1.133428 -1.32667 -1.835491 -1.82973 -0.8808334 1.348723 1.275812 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368 -0.150368
0.2940378 -0.6409686 -0.1690899 1.349383 -1.264745 0.3406992 -0.03368166 0.4929938 0.639952 0.6399984 0.08754108 -1.172027 0.7331854 0.06757866 -0.9025018 0.3031594 -0.5617951 -0.2213666 -0.7898354 2.296256 -0.1229662 -1.080542 1.40349 0.2887131 0.03624005 -0.6746173 1.502072 -0.2642697 -0.7681016 -0.06592716 1.234788 2.155018 0.8337847 1.145605 1.372916 0.4076069 0.5779621 -0.5064375 -1.770285 0.2340915 -0.2627605 0.3264756 -0.1924511 -0.6588664 -0.9132834 0.2660516 -0.3071951 1.764739 1.330814 -0.4402717 -0.4506927 1.684639 0.5727471 -0.8189308 -1.502251 -0.6617781 -0.7456165 1.296688 2.037353 -0.4108697 1.69964 1.346856 0.8070612 1.446713 1.142188 -1.18334 1.168435 -0.1468133 -1.082024 0.06093258 0.5718829 -1.0625 -0.1863086 1.275706 1.685953 -0.3697383
-0.7151939 -0.3664178 -0.5680609 -0.7514154 -0.6448051 -0.7484553 -0.1393607 -0.7339419 -0.7597675 -0.6894647 -0.7503354 -0.7170689 -0.7316635 -0.7034932 -0.6474429 -0.4104157 -0.5389255 -0.7425054 -0.7422884 -0.7543613 -0.7571426 -0.736349 -0.7509192 -0.6956269 -0.7469093 -0.689752 -0.754793 -0.7405871 -0.7614763 -0.7177085 -0.5674905 -0.6160264 0.02282417 -0.7317544 -0.675499 -0.6815361 -0.6544716 -0.6047994 -0.6777232 -0.3147246 -0.738495 -0.5478745 -0.08003045 -0.5569028 -0.7297672 -0.7448889 -0.7423972 -0.7543613 -0.7571426 -0.7570253 -0.6155985 -0.5472505 -0.7543613 -0.7597675 -0.7571426 -0.7091488 -0.7608363 -0.7293871 -0.7514426 -0.6191699 -0.4163405 -0.1185262 -0.541009 -0.7448889 -0.7597675 -0.7567862 -0.7571426 -0.5050657 -0.732097 -0.7526507 -0.7597675 -0.749628 -0.7397533 -0.6191931 -0.596201 -0.6970455
1.511817 -0.6620115 -0.7650998 -1.011127 -1.107523 -1.343769 1.250519 1.212122 -1.21471 -1.226502 2.651686 2.409827 -1.047305 0.2185728 -1.04597 0.2114887 -0.7046338 1.999867 0.6449896 -0.2430242 -1.533966 -1.089571 0.6250761 0.7678293 -0.6570822 -0.983343 -1.776361 -1.402997 -1.104668 2.165939 -1.462251 -1.685719 -1.774155 -1.765796 -1.579526 -1.779378 -1.776657 -1.748815 -1.52252 -1.749091 -1.659026 -1.779036 -1.772397 -1.777336 -1.777336 -1.717092 -0.8291213 -1.072469 -1.737529 -1.618389 -1.691643 -1.779378 -1.778607 -1.771313 -1.73696 -1.777218 -1.777458 -1.779378 -1.779036 -1.776657 -1.777336 -1.777336 -1.779378 -1.779378 -1.776657 -1.777336 -1.777336 -1.777336 -1.77911 -1.779036 -1.764162 -1.777336 -1.777336 -1.779268 -1.779378 -1.779036
-0.3767115 -0.06825283 0.1700776 0.7156806 -1.10896 -1.089319 0.4241603 0.2737634 -0.7869528 1.159077 0.0896515 -0.570873 0.3917804 1.223458 1.002286 -0.2354562 0.3593955 -0.4207813 -1.422121 -0.7682472 -1.797148 -1.074171 -1.286949 -1.02939 -1.688859 -0.8062349 -1.520795 -1.384501 -1.268315 -0.3830713 -0.9981983 -1.220452 -0.8128593 -0.3218588 -1.04419 -1.476168 -1.164292 -0.2265659 -1.36854 -1.626405 -0.8317093 0.4632791 -0.02262846 -1.043618 0.9950818 -1.555192 -1.545918 -0.8239536 -0.9809231 -1.629172 -0.102681 -1.493598 -1.851777 -1.480754 -1.875422 -1.852971 -1.829195 -1.802371 -1.416771 -1.517644 -0.9869771 -1.620915 -1.66512 -1.651577 -1.367025 -1.650617 -1.86369 -1.283776 -0.8980905 -1.1847 -0.8204957 -1.716002 -1.733803 -1.875564 -1.632603 -1.872206
-0.7646461 -0.7706515 -0.4787674 -0.4470377 -0.8635678 -0.3347742 -0.7895636 -0.6653701 -0.3782214 -0.6658383 -0.670794 -0.8541724 -0.8133528 -0.7117471 -0.6257142 -0.7005818 -0.7231286 -0.805981 -0.7612806 -0.8547208 -0.5415542 -0.7536726 -0.8653273 -0.8517632 -0.793044 -0.7316715 -0.8350269 -0.8488779 -0.8614298 -0.7959901 -0.8451584 -0.8448372 -0.8659148 -0.8303179 -0.8467801 -0.8247162 -0.8640262 -0.8653282 -0.8637984 -0.8659148 -0.8544763 -0.8640936 -0.8670595 -0.8656802 -0.8659148 -0.8544763 -0.8544763 -0.8640936 -0.8659148 -0.8659148 -0.8659148 -0.8544763 -0.8640936 -0.8670595 -0.8659148 -0.8657959 -0.8707793 -0.8544763 -0.8640936 -0.8670595 -0.8659148 -0.8659148 -0.8544763 -0.8544763 -0.8670595 -0.8659148 -0.8659148 -0.8659148 -0.8544763 -0.8640936 -0.8670595 -0.8659148 -0.8659148 -0.8544763 -0.8544763 -0.8640936
-0.8172616 -0.7020986 -0.7190856 -0.1745182 -0.6412996 0.1351994 -0.1604834 -0.8294211 -0.2503698 -0.4507693 -0.04868725 1.772025 0.595654 -0.5224185 -0.8133776 -0.7679807 -0.7958611 -0.7960197 -0.8006849 -0.2431822 -0.8078342 -0.8217152 -0.8307185 -0.8147839 -0.8178198 -0.8302888 -0.8302888 -0.8302888 -0.1208694 0.9020945 -0.7502485 -0.2028554 0.4217065 -0.8307185 -0.8302888 -0.8302888 -0.8301805 -0.09438603 -0.7776715 -0.8177305 -0.6292776 -0.7712644 -0.8296389 -0.7454369 -0.8307185 -0.7748253 -0.828122 -0.8302888 -0.8302888 -0.3721191 -0.683507 -0.6681806 -0.8139218 -0.8302888 -0.8302888 -0.8287721 -0.8179115 -0.8302888 -0.8302888 -0.8040279 -0.8302888 -0.8307185 -0.5499871 -0.8302888 -0.8257367 -0.8302888 -0.8300723 -0.8307185 -0.8301791 -0.8302888 -0.8302888 -0.8302888 -0.8307185 -0.8302888 -0.8302888 -0.763706
1.628356 0.3443305 -0.8343883 0.5493052 -0.06492843 0.4732349 -0.3043202 -0.9207969 0.8952374 -0.2897467 0.5319294 0.2519719 -0.228243 -0.4954221 -0.3507826 0.620962 0.4603752 -1.238856 -0.3654345 0.1879371 0.4796741 -0.6038971 -0.7329127 -0.4610353 -0.4132987 -0.6379268 0.8286435 0.4870339 -0.6485446 -0.4152709 -0.672782 -0.280387 -0.6349945 0.3973612 -0.9488111 -0.1458606 0.7385083 -0.7947823 -0.5409009 -0.2452139 -0.01908665 0.2707262 -0.637957 0.4267699 0.1602422 -1.191142 -0.7357609 0.7282498 -1.290691 -0.1357986 -0.8094754 -0.9526958 0.493518 -0.6244991 1.142364 0.4681633 -0.4994365 0.1721322 -1.199061 -0.4306942 0.1814952 0.3085243 -0.3712214 -0.3750455 -0.9335223 0.160002 -1.069808 1.174771 -0.6389963 -1.504756 0.001252915 -0.6238916 -0.3344733 -1.004717 -0.8757743 -0.7338095
-0.9602896 -0.6453882 -0.2964635 0.4665393 -1.181666 -1.647398 0.5569492 0.4928457 1.433522 -0.7685663 -1.020635 0.7613342 -0.1554335 0.106359 -0.4424285 0.4622342 1.222213 1.62503 0.3591488 -0.8211996 0.6542693 -0.08034502 -0.2653341 -0.9034368 0.4728755 0.2772151 -1.205292 -0.601819 -0.7386558 0.6484575 -0.1377027 -0.4638074 -0.3755092 -0.9803816 -1.587127 -1.338988 -0.4290258 -0.8619291 -1.645532 -0.565964 0.1649591 1.576315 0.7703009 -1.502998 0.1071312 -0.7994508 0.3610915 -1.081036 0.4196148 -0.6664232 -0.6038611 -1.555337 0.8095502 0.9552428 -1.270541 -1.498842 0.274253 0.4902847 -1.224727 0.2177236 0.6548088 1.177706 0.7443575 0.7405543 0.434214 1.320475 -0.529344 -0.8191163 0.5951817 1.198444 -0.06643032 -0.2121251 0.6709354 -1.106988 -0.7510428 0.6121375
-0.735524 -0.635583 -0.7375361 -0.7828339 -0.8301791 -0.666367 -0.2817789 -0.5770095 -0.7205015 -0.5192623 -0.3866556 -0.6382366 -0.7490736 -0.7562539 -0.8302888 -0.8177136 -0.8306166 -0.8173825 -0.8302888 -0.829964 -0.766766 -0.8302888 -0.8307185 -0.7572269 -0.7461045 -0.674948 -0.8302888 -0.8302888 -0.8179115 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8307185 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8307185 -0.8302888 -0.8025255 -0.8302888 -0.8302888 -0.8307185 -0.8297474 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8307185 -0.8302888 -0.8302888 -0.8259538 -0.8036053 -0.8302888 -0.8179115 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8307185 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8307185 -0.8302888 -0.8302888 -0.8302888 -0.8302888 -0.8307185 -0.8302888 -0.8302888 -0.8302888
1.090395 -0.6690703 -1.285185 1.334685 -0.908589 -1.02143 0.05221786 -0.5495156 -0.6244798 -0.3137868 0.9595105 1.208179 -1.380416 -1.393647 -1.221107 0.2715178 -0.8515974 0.9085271 -0.05976634 -0.477902 -1.075178 0.01118493 0.2420573 0.7090488 -1.214246 -1.137303 -0.6188696 -0.06293501 0.1025406 0.4063786 -0.965995 -0.4709513 0.5246366 -0.5011006 0.03817279 -0.6192554 0.01249793 -1.668294 -0.09341071 -0.5642167 -1.155858 -1.009435 -0.71409 -1.412489 -1.099246 -0.7670035 -1.714816 -0.7463701 -0.08241963 -1.488701 -1.459186 -1.690746 -1.083608 -1.213158 -1.519823 -1.660891 -1.212535 -1.279884 -0.7107057 -1.489811 -1.408976 -1.668267 -1.656703 -1.568515 -1.510471 -1.718071 -1.606655 -1.56915 -1.666979 -1.540326 -1.246147 -1.342563 -1.10834 -0.01852783 -1.505984 -1.716337
0.4537675 -1.139865 1.236317 -0.9685683 0.6734758 0.526241 0.01666886 0.5264735 -0.4868471 0.6207193 1.287352 0.04674105 0.3470943 0.4376374 -1.703556 -0.8691914 -0.3085258 0.2681761 -0.3125886 0.05854685 -0.3213263 -0.9966186 1.393354 0.2494378 -0.8876377 -1.634499 -1.614764 -0.653741 -1.540657 -1.052279 0.6508359 0.7445726 -0.2598353 -1.358322 0.6244088 0.01080967 -1.086436 -0.8783677 -0.7145471 -1.598741 -0.815248 -1.627037 -0.970141 -0.6805423 -0.585421 -1.826099 -1.346032 -1.269772 -0.232364 -1.392802 -1.539434 -1.458996 -1.321463 -1.6024 -1.678439 -1.476305 -1.672831 -1.325801 -1.629539 -1.718951 -0.9838362 -1.355318 -1.726245 -1.180859 -1.727973 -1.863279 -1.068083 -1.543172 -1.782708 -1.843773 -1.689888 -1.837045 -1.86582 -1.771438 -1.756589 -1.861217
#  Spring_PhL_integrated : Spring_PhL_integrated
-0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694 -0.1659694
8.634227 -0.9684708 5.781647 0.2719707 0.6039819 -1.6635 2.284027 -1.034755 0.6298449 8.6035 5.696755 1.621116 2.659206 -1.383447 3.222082 -1.866167 0.9886357 3.270814 0.4960943 -2.658789 3.795299 2.256264 6.978387 -1.602712 -0.1114824 3.626062 2.396885 -0.5325174 -1.632347 1.506671 -1.038359 10.86324 3.214477 0.00774616 5.096709 2.67721 2.230338 2.261065 1.019818 1.057563 2.76226 6.425795 3.277931 8.39603 4.589053 -1.410673 7.685056 0.9248819 10.82947 5.529922 -1.296574 5.834549 8.00734 9.292634 9.385 0.8713147 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247 2.314247
2.989348 -2.495568 -0.2681597 4.419057 -0.5502321 1.405866 3.881812 -2.363087 3.676418 5.820439 3.152627 5.537846 5.308303 1.435974 3.798223 3.030011 4.197147 0.8095361 0.6798349 0.5297898 7.045152 2.125625 2.392375 -1.372004 2.355215 0.8747199 1.272456 3.559804 0.2154384 -0.2568218 0.703097 0.1652891 1.315671 -0.7566717 1.339961 1.838885 -0.00452461 -1.024735 2.162258 3.267593 1.48758 0.01882484 1.845654 2.242101 -0.2559388 5.413025 2.290109 2.399209 3.008684 -3.185615 0.3565722 0.07309152 -0.07770594 4.355762 -1.462478 -1.239611 -0.1534421 -0.2799488 3.216946 2.678523 4.977241 1.404913 0.4788799 -1.196403 0.04751723 0.1133329 2.365949 3.868801 1.466016 -0.4166205 4.058456 -1.226031 -1.816432 0.7267824 1.351282 4.203731
5.466439 4.379788 -0.2790366 -5.317502 0.4764981 -2.853443 1.323187 -3.22947 -4.590628 6.319934 -4.128613 -0.1061681 -2.739256 -4.374432 -0.01819908 2.244369 0.9331081 -2.149381 -2.300528 -6.154707 -1.655311 -1.373576 0.7182189 3.079113 -3.238924 -0.4564666 -0.8550584 0.4135159 5.9368 0.4700826 5.647199 10.01556 6.986196 -3.209622 -1.853238 2.389248 -0.3237086 8.405843 -1.209866 1.675556 -0.9807577 4.167554 1.650576 -1.171145 -0.6644265 -4.38105 -1.779821 -4.585694 -4.263144 -0.05343048 1.344371 -1.209199 -3.911787 -0.1436133 5.368004 1.99583 4.327692 -1.632001 0.993865 1.686568 4.717535 3.388619 0.4080219 -4.347288 1.11729 1.156168 -1.57426 1.64198 -4.972035 -2.485592 -0.9544211 3.00982 4.836327 1.888244 -0.9800211 -3.882439
-0.9689008 -2.125015 -1.928671 0.245002 0.8745485 -0.9211928 -0.8701913 2.830053 1.492522 4.877064 0.3315084 1.916286 7.120787 -0.2459008 0.2924177 2.423078 6.9676 -1.56433 -2.605952 2.107815 3.472787 2.956446 0.5341049 -0.5960106 -1.327277 1.126951 3.894907 0.308034 2.950263 -0.4626763 2.55807 3.48771 0.9238744 4.275984 7.883992 2.906539 -0.2454473 1.7673 8.043819 2.206533 2.776146 5.995107 7.734314 7.058494 7.473282 5.698481 7.976457 2.380808 5.472079 1.850127 6.110103 4.324856 12.08059 3.925513 2.306964 4.646477 3.943623 6.841291 9.395131 4.603412 6.4881 7.772222 6.678643 6.152025 1.679041 5.289795 4.009268 10.34758 4.330687 10.02746 5.202247 3.526694 2.933275 3.009812 7.194282 10.0557
0.4914736 5.461042 1.064763 3.963441 -1.141095 -0.002538343 -0.7480288 2.230515 -2.275676 2.590851 -2.535429 -1.856225 3.777343 -0.3575592 -0.4652497 0.8953368 1.13211 1.159401 3.008458 0.9791739 1.667677 -0.1216875 0.9543166 3.993612 2.034492 3.606088 1.151363 3.595441 3.694651 4.376203 3.471723 5.808166 4.610199 -0.7268811 -1.293331 6.519916 5.270022 4.623851 -2.104532 -2.60097 1.295783 2.833344 1.867529 2.070435 2.596245 -0.6964103 2.057471 4.032528 4.527097 7.327442 0.8580625 4.781594 3.316422 0.968734 -1.559235 0.2129521 2.715675 -0.3705015 3.111543 -0.1799348 2.705863 0.4013612 -1.161084 -2.415262 0.714539 0.8111822 4.945822 4.821277 5.0624 2.499786 5.917692 -0.5487257 -0.866955 -0.7441507 2.167224 0.723779
-1.129732 -2.421744 2.142358 5.234669 -4.271672 6.170558 4.378604 11.30055 3.122515 -2.746789 -1.210061 -0.588009 3.782825 5.797698 -2.144831 3.497322 4.937317 6.290235 3.154154 1.091506 -0.5863719 3.899645 -0.1361533 2.265122 1.266974 -2.610706 -0.9399338 0.08214732 2.277357 -1.375851 -4.194209 7.679644 -1.741506 -0.009614212 3.471362 0.4154055 -0.8145421 -1.227867 -2.246 -2.958185 -2.629316 -2.686007 -1.017613 0.8769416 -0.2316253 1.213742 1.669718 -1.987967 0.2170587 -0.6306343 1.913623 -0.1664173 -2.274289 -3.20087 -3.620765 -3.351912 -2.464706 -3.036009 1.072723 -0.7013298 0.2485442 -5.272689 1.608085 1.733924 -1.875697 -0.9495698 -2.662313 1.503238 -0.7758306 -4.958949 -3.224875 1.905611 2.760522 -1.20841 0.008519979 -1.365963
0.6353393 -0.3084837 -1.555084 0.5095407 0.7729135 0.2290676 -0.1955491 -0.3148934 0.02618862 1.037787 1.365622 1.907633 0.0400068 -1.23577 0.2839661 0.4537995 -0.2056389 -0.2862808 -0.12484 -0.3760155 -0.6699672 -0.4482693 0.4244209 -0.1789252 0.2333611 0.109511 -1.207332 -1.058991 -0.2812201 0.2188557 0.07729248 0.7955853 -0.005504554 0.742914 -1.002812 -1.410928 -0.3499296 -0.6509722 -0.9570878 0.2955362 0.9836492 0.1314885 0.7667202 -0.589981 -0.2707781 0.1242972 -0.5558756 -1.139753 -0.6509342 1.016363 2.076975 -0.3006276 -1.286358 -0.9515943 -1.837412 -0.9612287 0.1392775 -0.5192363 -1.407078 -1.894234 -0.7451687 -0.580911 -0.2613358 -0.533738 -0.9793265 -1.593123 -1.332737 -1.623455 0.7042799 0.9154866 -0.2429196 -1.38662 -1.635181 -1.930764 -1.208847 -0.3717124
-0.3522446 -0.3126906 0.3664294 1.591514 2.156775 -0.6042221 -0.01278488 -0.06485835 -0.7313516 -0.4312998 -0.3778991 -0.6359398 -1.452314 -1.267072 -1.128954 0.07422028 0.05783314 -0.22404 0.4051837 -0.4811227 1.555113 -0.5146386 -1.457292 0.4452872 -0.4141411 -1.186915 -1.711092 -0.8127515 -1.696817 -0.3703345 0.713512 -0.9610565 -0.3728357 0.2439419 -0.6281095 -0.7890318 -0.238853 -1.503711 -0.5695124 1.064565 0.4230208 0.9090053 -0.879515 0.3100813 0.5275015 1.314577 -1.789345 -0.6135475 -0.7778844 2.561369 0.2723831 -1.316944 -0.2042004 -0.5118233 2.658756 2.463999 0.1940907 0.1386865 -1.570272 -1.677397 -1.364372 -1.544785 -1.95679 -0.5372115 -1.185475 -1.148508 -1.172363 -1.192408 -0.0516879 0.4430761 -0.1289846 0.8975584 0.09069465 -1.465178 -0.5389654 -1.665964
-0.867329 -0.9499325 1.907044 4.131022 0.5301203 -1.402378 2.580389 2.027649 3.236432 0.9334978 0.6850471 4.377651 1.288873 -0.3919429 2.759676 1.849203 -0.01403883 0.9467566 0.1927056 2.084853 2.662449 0.496313 4.120201 0.5217522 2.883054 2.431103 4.28212 1.875018 3.584539 0.557931 -1.257149 1.080037 1.423385 -0.7210812 -3.642536 -1.624413 -3.002573 -2.832517 -4.280829 -3.10715 -1.653931 -1.540776 -1.076171 -3.574872 -0.7738021 0.6863448 2.823083 -0.07478701 1.675794 0.4119957 -0.3162881 -2.005854 0.7458858 -0.8574627 -1.639579 -1.872141 1.71846 1.403912 0.02150654 -0.7878924 -1.862162 0.150938 2.374643 1.572095 1.372157 2.46229 -0.6551027 1.254122 0.1182716 2.376966 0.28132 0.4760773 1.656664 -1.578868 -0.5803444 3.404527
1.221612 0.9547574 0.6751421 0.9434972 -0.5491899 -1.206069 -0.1192733 1.82231 0.4490298 -0.5874088 0.663905 2.864809 0.09707476 -0.1082366 -1.838659 2.084195 -1.204621 -0.002781562 -1.26003 0.5642964 -0.7901819 1.227027 -0.02367152 -0.7433737 -0.5525054 0.3048736 -0.9172793 -0.2676622 1.473081 -1.414791 -1.37869 -0.9726992 -1.350213 0.03007987 -0.8761389 -2.056491 -1.376536 -1.557631 -1.648574 -1.520555 -1.435116 -0.2339097 -0.41604 -0.6145528 -0.9718485 -1.335766 -1.127339 -1.415584 -1.658436 -1.186582 -0.3027577 -0.5775795 -1.361102 -1.402097 -0.4412744 -0.685658 -1.174119 -0.8268289 -1.596315 -1.071912 1.305836 -0.7620526 -2.101624 -1.993943 -1.242709 -0.9724037 -0.7341593 -1.358385 -1.180865 -0.3120059 -0.7927834 -1.044702 -0.9433942 -0.2811484 1.01997 -0.7435165
1.163475 0.8484575 -0.1352102 0.8580619 3.212304 0.06929919 0.3586133 0.2316187 -1.691016 -1.045589 -0.7980079 -0.5969304 -0.8608833 0.6797647 -0.050011 0.2457941 0.3459648 1.348494 0.4685597 -1.949978 -1.063753 -1.980208 -0.2831754 -0.4851185 -0.1150114 3.606276 5.275434 2.852422 1.699052 4.307074 2.607823 1.672506 2.831644 1.505098 1.747251 1.318813 1.273949 -0.6197792 1.272353 1.328196 -1.374473 -0.009307442 0.2685737 -1.236965 -1.089487 -0.06421012 -1.083079 -1.430747 0.03255786 -0.5745396 -1.909671 -1.14923 2.154714 -0.2919028 -2.108869 0.2812158 -1.677839 -1.925017 -0.2868374 -0.7870228 -0.8813309 -2.671977 -2.938774 -1.415815 -1.169815 -1.640955 -1.276983 -1.225627 -1.163253 -1.295098 -1.494799 -0.3016453 -1.257773 0.07637635 -0.7068604 -1.141512
0.8807606 -2.307749 2.042417 -1.001991 2.598953 -0.8688149 1.608317 0.7206968 1.618956 2.09906 -0.4659034 0.2363903 0.3570757 1.288103 -0.5228648 -0.04410778 1.111539 1.894712 1.111609 3.94434 0.4937843 -1.992763 1.551605 0.4640417 -0.1671928 -2.924019 -2.500711 0.4451992 -2.346318 2.22146 1.642405 1.583113 0.5648785 -1.29004 1.031504 1.140774 0.6528893 -0.8807832 -0.2612389 -3.077295 -0.2928021 -3.001713 -1.636746 -1.084018 -0.7751635 -4.104789 -3.222592 -3.189869 -0.6142013 -2.024411 -2.285991 -3.044741 -1.474419 -2.514451 -4.703052 -4.29802 -3.560609 -2.759669 -4.47161 -5.141192 -3.23349 -2.310321 -3.57378 -2.863345 -3.661904 -4.522864 -3.370559 -3.761364 -4.641195 -4.64992 -4.092898 -5.380536 -5.358723 -4.607058 -5.027813 -5.69525
#  Spring_PhS_integrated : Spring_PhS_integrated
0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152 0.0796152
2.415065 -1.054773 3.550922 1.845635 2.089048 -1.449308 -0.3847133 -0.8276391 2.396901 -1.258635 3.249654 1.188664 3.248521 1.24784 1.597328 -0.643668 2.989196 0.5488308 0.2775753 -0.1823463 3.027281 2.407802 1.577187 2.117314 0.7088202 1.231811 0.3973672 -0.7834267 -2.213303 -0.7433938 -1.722978 1.027649 1.989286 0.9125423 0.5576423 -0.2794528 -1.696726 5.268432 0.9548679 -1.607674 -1.05566 0.3354283 1.694841 0.4020943 0.1624224 0.596472 1.283379 1.325185 0.3732272 2.389986 0.8713198 2.483918 0.9154498 -0.5673903 -0.9238436 -0.4912653 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502 0.7322502
